full_workflow_name,execution_time_seconds,repo,workflow_file,loc,num_jobs,num_triggers,trigger_types,num_reused_actions
rust-lang_rust__dependencies.yml,13.0469,rust-lang/rust,dependencies.yml,155,3,2,"schedule, workflow_dispatch",6
Chalarangelo_30-seconds-of-code__label.yml,12.951,Chalarangelo/30-seconds-of-code,label.yml,22,1,1,pull_request_target,1
facebook_react__runtime_discord_notify.yml,12.8906,facebook/react,runtime_discord_notify.yml,49,3,1,pull_request_target,2
twbs_bootstrap__calibreapp-image-actions.yml,12.4017,twbs/bootstrap,calibreapp-image-actions.yml,32,1,1,pull_request,2
google_grr__build.yml,13.5344,google/grr,build.yml,371,11,2,"push, pull_request",33
huggingface_transformers__release-conda.yml,13.8389,huggingface/transformers,release-conda.yml,47,1,1,push,2
denoland_deno__wpt_epoch.yml,14.9628,denoland/deno,wpt_epoch.yml,80,1,2,"schedule, workflow_dispatch",3
airbnb_javascript__node.yml,13.403,airbnb/javascript,node.yml,163,6,2,"pull_request, push",11
langchain-ai_langchain___lint.yml,13.1918,langchain-ai/langchain,_lint.yml,76,1,1,workflow_call,2
vercel_next.js__turbopack-nextjs-build-integration-tests.yml,13.1382,vercel/next.js,turbopack-nextjs-build-integration-tests.yml,24,1,2,"schedule, workflow_dispatch",1
oracle_truffleruby__ci.yml,12.632,oracle/truffleruby,ci.yml,255,9,2,"pull_request, push",36
facebook_react-native__prebuild-ios-dependencies.yml,13.2707,facebook/react-native,prebuild-ios-dependencies.yml,202,3,1,workflow_call,25
n8n-io_n8n__chromatic.yml,13.0915,n8n-io/n8n,chromatic.yml,98,2,3,"schedule, workflow_dispatch, pull_request_review",7
NVIDIA_cutlass__stale.yml,13.1762,NVIDIA/cutlass,stale.yml,57,2,1,schedule,2
yt-dlp_yt-dlp__issue-lockdown.yml,13.2918,yt-dlp/yt-dlp,issue-lockdown.yml,21,1,1,issues,0
n8n-io_n8n__test-workflows-callable.yml,13.3018,n8n-io/n8n,test-workflows-callable.yml,215,1,1,workflow_call,2
nodejs_node__update-openssl.yml,12.7925,nodejs/node,update-openssl.yml,60,1,2,"schedule, workflow_dispatch",3
facebook_react-native__create-draft-release.yml,13.3864,facebook/react-native,create-draft-release.yml,29,1,1,workflow_call,3
nodejs_node__scorecard.yml,13.0777,nodejs/node,scorecard.yml,78,1,4,"branch_protection_rule, schedule, push, workflow_dispatch",5
facebook_react__runtime_fuzz_tests.yml,12.9606,facebook/react,runtime_fuzz_tests.yml,33,1,3,"schedule, push, workflow_dispatch",2
Significant-Gravitas_AutoGPT__repo-pr-label.yml,12.4396,Significant-Gravitas/AutoGPT,repo-pr-label.yml,66,3,2,"push, pull_request_target",3
freeCodeCamp_freeCodeCamp__i18n-validate-prs.yml,13.2988,freeCodeCamp/freeCodeCamp,i18n-validate-prs.yml,61,1,1,pull_request,4
facebook_react-native__publish-bumped-packages.yml,13.01,facebook/react-native,publish-bumped-packages.yml,28,1,1,push,3
electron_electron__windows-publish.yml,13.5223,electron/electron,windows-publish.yml,89,4,1,workflow_dispatch,5
IBM_sarama__cache-cleanup.yml,13.2846,IBM/sarama,cache-cleanup.yml,33,1,1,pull_request,0
nodejs_node__close-stale-pull-requests.yml,13.0237,nodejs/node,close-stale-pull-requests.yml,59,1,1,workflow_dispatch,1
vercel_next.js__rspack-nextjs-build-integration-tests.yml,13.1782,vercel/next.js,rspack-nextjs-build-integration-tests.yml,25,1,2,"schedule, workflow_dispatch",1
d3_d3__test.yml,13.2318,d3/d3,test.yml,24,1,2,"push, pull_request",2
freeCodeCamp_freeCodeCamp__github-no-i18n-via-prs.yml,13.0559,freeCodeCamp/freeCodeCamp,github-no-i18n-via-prs.yml,34,1,1,pull_request_target,1
Significant-Gravitas_AutoGPT__classic-autogpt-docker-ci.yml,12.9619,Significant-Gravitas/AutoGPT,classic-autogpt-docker-ci.yml,166,2,2,"push, pull_request",7
huggingface_transformers__self-push-caller.yml,13.4924,huggingface/transformers,self-push-caller.yml,54,3,1,push,3
d3_d3__deploy.yml,11.6969,d3/d3,deploy.yml,36,1,2,"workflow_dispatch, push",6
twbs_bootstrap__bundlewatch.yml,13.1717,twbs/bootstrap,bundlewatch.yml,43,1,3,"push, pull_request, workflow_dispatch",2
facebook_rocksdb__nightly-candidate.yml,16.1125,facebook/rocksdb,nightly-candidate.yml,19,1,1,workflow_dispatch,4
facebook_react-native__danger-pr.yml,13.7264,facebook/react-native,danger-pr.yml,29,1,1,pull_request_target,4
electron_electron__clean-src-cache.yml,13.5052,electron/electron,clean-src-cache.yml,29,1,1,schedule,0
nodejs_node__build-tarball.yml,13.1504,nodejs/node,build-tarball.yml,108,2,2,"pull_request, push",8
n8n-io_n8n__ci-master.yml,12.6013,n8n-io/n8n,ci-master.yml,80,4,1,push,7
vercel_next.js__build_and_deploy.yml,13.7356,vercel/next.js,build_and_deploy.yml,762,11,3,"push, pull_request, workflow_dispatch",37
excalidraw_excalidraw__autorelease-preview.yml,13.4286,excalidraw/excalidraw,autorelease-preview.yml,55,1,1,issue_comment,5
microsoft_PowerToys__dependency-review.yml,13.3422,microsoft/PowerToys,dependency-review.yml,26,1,1,pull_request,2
airbnb_javascript__rebase.yml,13.5501,airbnb/javascript,rebase.yml,15,1,1,pull_request_target,2
microsoft_TypeScript__create-cherry-pick-pr.yml,12.7804,microsoft/TypeScript,create-cherry-pick-pr.yml,189,1,1,workflow_dispatch,3
facebook_react-native__bump-podfile-lock.yml,13.4126,facebook/react-native,bump-podfile-lock.yml,41,1,1,workflow_call,2
flutter_flutter__tool-test-general.yml,13.1121,flutter/flutter,tool-test-general.yml,30,1,2,"pull_request, push",2
oracle_docker-images__build-and-push-dev-images.yml,13.5654,oracle/docker-images,build-and-push-dev-images.yml,187,2,2,"push, workflow_dispatch",7
vercel_next.js__update_fonts_data.yml,12.9797,vercel/next.js,update_fonts_data.yml,48,1,2,"schedule, workflow_dispatch",2
langgenius_dify__stale.yml,12.6802,langgenius/dify,stale.yml,30,1,1,schedule,1
EbookFoundation_free-programming-books__issues-pinner.yml,13.0294,EbookFoundation/free-programming-books,issues-pinner.yml,64,1,1,issues,2
tensorflow_tensorflow__stale-issues.yml,13.0071,tensorflow/tensorflow,stale-issues.yml,83,1,1,schedule,2
freeCodeCamp_freeCodeCamp__node.js-tests.yml,13.3776,freeCodeCamp/freeCodeCamp,node.js-tests.yml,276,5,2,"push, pull_request",18
yangshun_tech-interview-handbook__tsc.yml,12.8822,yangshun/tech-interview-handbook,tsc.yml,37,1,1,pull_request,2
nodejs_node__test-internet.yml,12.9767,nodejs/node,test-internet.yml,59,1,4,"workflow_dispatch, schedule, pull_request, push",2
flutter_flutter__files-changed.yml,13.6374,flutter/flutter,files-changed.yml,41,1,1,pull_request,2
nodejs_node__lint-release-proposal.yml,13.7852,nodejs/node,lint-release-proposal.yml,78,1,1,push,1
huggingface_transformers__trufflehog.yml,13.5162,huggingface/transformers,trufflehog.yml,20,1,1,push,2
vercel_next.js__upload-tests-manifest.yml,13.2937,vercel/next.js,upload-tests-manifest.yml,44,1,3,"schedule, workflow_dispatch, push",3
microsoft_terminal__spelling2.yml,13.1869,microsoft/terminal,spelling2.yml,204,4,3,"push, pull_request_target, issue_comment",4
microsoft_vscode__basic.yml,12.6134,microsoft/vscode,basic.yml,186,3,1,workflow_dispatch,12
denoland_deno__cargo_publish.yml,13.2961,denoland/deno,cargo_publish.yml,55,1,1,workflow_dispatch,3
vercel_next.js__popular.yml,13.0613,vercel/next.js,popular.yml,30,1,2,"schedule, workflow_dispatch",2
nodejs_node__notify-on-push.yml,13.1051,nodejs/node,notify-on-push.yml,71,2,1,push,3
huggingface_transformers__build_documentation.yml,14.9101,huggingface/transformers,build_documentation.yml,23,1,2,"workflow_dispatch, push",1
freeCodeCamp_freeCodeCamp__docker-docr.yml,14.7851,freeCodeCamp/freeCodeCamp,docker-docr.yml,72,1,2,"workflow_dispatch, workflow_call",2
tensorflow_tensorflow__osv-scanner-scheduled.yml,17.0862,tensorflow/tensorflow,osv-scanner-scheduled.yml,40,1,1,schedule,1
nodejs_node__major-release.yml,15.855,nodejs/node,major-release.yml,49,1,1,schedule,0
awslabs_amazon-ecr-credential-helper__review-dependencies.yml,18.3411,awslabs/amazon-ecr-credential-helper,review-dependencies.yml,24,1,1,pull_request,2
krahets_hello-algo__kotlin.yml,15.9157,krahets/hello-algo,kotlin.yml,24,1,3,"push, pull_request, workflow_dispatch",1
nodejs_node__daily.yml,20.2353,nodejs/node,daily.yml,31,1,2,"workflow_dispatch, schedule",2
google_jimfs__ci.yml,16.9153,google/jimfs,ci.yml,106,3,2,"push, pull_request",10
microsoft_vscode__ci.yml,13.7283,microsoft/vscode,ci.yml,328,4,1,workflow_dispatch,17
electron_electron__pipeline-segment-electron-build.yml,15.7028,electron/electron,pipeline-segment-electron-build.yml,207,1,1,workflow_call,13
facebook_react__runtime_releases_from_npm_manual.yml,18.2592,facebook/react,runtime_releases_from_npm_manual.yml,128,2,1,workflow_dispatch,5
electron_electron__issue-labeled.yml,14.5969,electron/electron,issue-labeled.yml,88,3,1,issues,6
microsoft_TypeScript__close-issues.yml,14.8924,microsoft/TypeScript,close-issues.yml,50,1,2,"schedule, workflow_dispatch",0
axios_axios__pr-guard.yml,16.2155,axios/axios,pr-guard.yml,30,1,1,pull_request,2
huggingface_transformers__self-push-amd-mi250-caller.yml,14.297,huggingface/transformers,self-push-amd-mi250-caller.yml,25,1,1,push,1
denoland_deno__npm_publish.yml,16.594,denoland/deno,npm_publish.yml,45,1,2,"workflow_dispatch, release",3
f_awesome-chatgpt-prompts__csv_linter.yml,16.9609,f/awesome-chatgpt-prompts,csv_linter.yml,77,1,2,"push, pull_request",2
facebook_react-native__cache-reaper.yml,19.2936,facebook/react-native,cache-reaper.yml,20,1,2,"workflow_dispatch, schedule",2
n8n-io_n8n__test-workflows-pr-comment.yml,15.5138,n8n-io/n8n,test-workflows-pr-comment.yml,112,2,1,issue_comment,2
n8n-io_n8n__security-trivy-scan-callable.yml,17.4391,n8n-io/n8n,security-trivy-scan-callable.yml,123,1,2,"workflow_dispatch, workflow_call",4
electron_electron__scorecards.yml,14.3577,electron/electron,scorecards.yml,55,1,3,"branch_protection_rule, schedule, push",4
facebook_react-native__check-nightly.yml,13.0767,facebook/react-native,check-nightly.yml,34,2,2,"workflow_dispatch, schedule",2
tensorflow_tensorflow__arm-ci-extended-cpp.yml,12.9855,tensorflow/tensorflow,arm-ci-extended-cpp.yml,64,1,2,"push, schedule",2
denoland_deno__node_compat_test.yml,13.2821,denoland/deno,node_compat_test.yml,88,2,2,"schedule, workflow_dispatch",10
EbookFoundation_free-programming-books__stale.yml,13.3657,EbookFoundation/free-programming-books,stale.yml,46,1,2,"schedule, workflow_dispatch",1
facebook_react__runtime_prereleases_nightly.yml,13.4086,facebook/react,runtime_prereleases_nightly.yml,51,2,1,schedule,2
huggingface_transformers__upload_pr_documentation.yml,13.5944,huggingface/transformers,upload_pr_documentation.yml,16,1,1,workflow_run,1
vercel_next.js__rspack-update-tests-manifest.yml,12.7302,vercel/next.js,rspack-update-tests-manifest.yml,86,2,2,"schedule, workflow_dispatch",4
facebook_react-native__test-all.yml,13.3459,facebook/react-native,test-all.yml,655,24,3,"workflow_dispatch, pull_request, push",65
facebook_react__shared_cleanup_merged_branch_caches.yml,13.5063,facebook/react,shared_cleanup_merged_branch_caches.yml,41,1,2,"pull_request, workflow_dispatch",0
n8n-io_n8n__test-workflows-pr-approved.yml,13.2566,n8n-io/n8n,test-workflows-pr-approved.yml,27,2,1,pull_request_review,2
huggingface_transformers__assign-reviewers.yml,13.3592,huggingface/transformers,assign-reviewers.yml,26,1,1,pull_request_target,2
tensorflow_tensorflow__release-branch-cherrypick.yml,13.4162,tensorflow/tensorflow,release-branch-cherrypick.yml,71,1,1,workflow_dispatch,2
nodejs_node__coverage-linux-without-intl.yml,13.0427,nodejs/node,coverage-linux-without-intl.yml,84,1,2,"pull_request, push",4
flutter_flutter__coverage.yml,12.7687,flutter/flutter,coverage.yml,29,1,1,push,2
google_blockly__develop_freeze.yml,13.4944,google/blockly,develop_freeze.yml,26,1,1,pull_request,1
goldbergyoni_nodebestpractices__update-date-in-last-update-badge.yml,13.0499,goldbergyoni/nodebestpractices,update-date-in-last-update-badge.yml,39,1,1,push,2
oracle_graal__cdt-inspect.yml,13.3867,oracle/graal,cdt-inspect.yml,92,1,1,schedule,4
oracle_docker-images__build-and-push-oci-cli-image.yml,13.51,oracle/docker-images,build-and-push-oci-cli-image.yml,87,1,4,"workflow_dispatch, schedule, push, pull_request",6
vercel_next.js__force_merge_canary_release_pr.yml,12.9063,vercel/next.js,force_merge_canary_release_pr.yml,23,1,1,pull_request,0
langchain-ai_langchain___release.yml,12.8055,langchain-ai/langchain,_release.yml,495,7,2,"workflow_call, workflow_dispatch",19
electron_electron__archaeologist-dig.yml,13.1559,electron/electron,archaeologist-dig.yml,65,1,1,pull_request,5
Significant-Gravitas_AutoGPT__classic-benchmark-ci.yml,13.1516,Significant-Gravitas/AutoGPT,classic-benchmark-ci.yml,176,2,2,"push, pull_request",7
facebook_facebook-android-sdk__stale.yml,13.5143,facebook/facebook-android-sdk,stale.yml,18,1,1,schedule,1
facebook_react-native__nightly.yml,13.2758,facebook/react-native,nightly.yml,203,11,2,"workflow_dispatch, schedule",18
krahets_hello-algo__javascript.yml,13.6231,krahets/hello-algo,javascript.yml,27,1,3,"push, pull_request, workflow_dispatch",3
krahets_hello-algo__cpp.yml,12.865,krahets/hello-algo,cpp.yml,72,1,3,"push, pull_request, workflow_dispatch",1
microsoft_PowerToys__spelling2.yml,13.1703,microsoft/PowerToys,spelling2.yml,209,4,3,"push, pull_request_target, issue_comment",4
nodejs_node__coverage-windows.yml,13.2737,nodejs/node,coverage-windows.yml,76,1,2,"pull_request, push",3
vercel_next.js__turbopack-update-tests-manifest.yml,12.8257,vercel/next.js,turbopack-update-tests-manifest.yml,82,2,2,"schedule, workflow_dispatch",4
oracle_opengrok__build.yml,12.546,oracle/opengrok,build.yml,64,1,3,"push, pull_request, schedule",5
n8n-io_n8n__linting-reusable.yml,13.3778,n8n-io/n8n,linting-reusable.yml,45,1,1,workflow_call,2
microsoft_TypeScript__sync-wiki.yml,13.5006,microsoft/TypeScript,sync-wiki.yml,30,1,1,gollum,1
excalidraw_excalidraw__build-docker.yml,13.5231,excalidraw/excalidraw,build-docker.yml,13,1,1,push,1
n8n-io_n8n__docker-images-benchmark.yml,13.3917,n8n-io/n8n,docker-images-benchmark.yml,45,1,2,"workflow_dispatch, push",5
Significant-Gravitas_AutoGPT__classic-autogpt-ci.yml,13.3871,Significant-Gravitas/AutoGPT,classic-autogpt-ci.yml,145,1,2,"push, pull_request",7
alibaba_tengine__ci-arm64.yml,13.307,alibaba/tengine,ci-arm64.yml,90,1,2,"push, pull_request",3
yt-dlp_yt-dlp__release-nightly.yml,13.4359,yt-dlp/yt-dlp,release-nightly.yml,60,3,1,schedule,4
huggingface_transformers__self-push-amd-mi300-caller.yml,13.4356,huggingface/transformers,self-push-amd-mi300-caller.yml,25,1,1,push,1
f_awesome-chatgpt-prompts__publish.yml,14.0228,f/awesome-chatgpt-prompts,publish.yml,39,1,1,push,3
facebook_react__compiler_prereleases_nightly.yml,13.1527,facebook/react,compiler_prereleases_nightly.yml,23,1,1,schedule,1
NVIDIA_cutlass__labeler.yml,12.6,NVIDIA/cutlass,labeler.yml,11,1,1,pull_request_target,1
goldbergyoni_nodebestpractices__lint-and-generate-html-from-markdown.yml,13.6239,goldbergyoni/nodebestpractices,lint-and-generate-html-from-markdown.yml,30,1,2,"push, pull_request",2
excalidraw_excalidraw__test.yml,13.2566,excalidraw/excalidraw,test.yml,19,1,1,push,2
twbs_bootstrap__node-sass.yml,12.7869,twbs/bootstrap,node-sass.yml,49,1,3,"push, pull_request, workflow_dispatch",2
facebook_create-react-app__build-and-test.yml,12.8142,facebook/create-react-app,build-and-test.yml,76,5,2,"push, pull_request",7
electron_electron__non-maintainer-dependency-change.yml,13.4348,electron/electron,non-maintainer-dependency-change.yml,37,1,1,pull_request_target,0
yt-dlp_yt-dlp__release.yml,13.6978,yt-dlp/yt-dlp,release.yml,394,4,2,"workflow_call, workflow_dispatch",10
huggingface_transformers__ssh-runner.yml,13.3302,huggingface/transformers,ssh-runner.yml,113,2,1,workflow_dispatch,1
nodejs_node__commit-queue.yml,12.6958,nodejs/node,commit-queue.yml,99,2,1,schedule,2
facebook_hhvm__ubuntu.yml,13.4555,facebook/hhvm,ubuntu.yml,71,1,2,"push, pull_request",2
langgenius_dify__deploy-dev.yml,13.1109,langgenius/dify,deploy-dev.yml,24,1,1,workflow_run,1
axios_axios__labeler.yml,13.0691,axios/axios,labeler.yml,32,1,2,"pull_request_target, workflow_dispatch",2
n8n-io_n8n__release-create-pr.yml,13.6412,n8n-io/n8n,release-create-pr.yml,71,1,1,workflow_dispatch,3
yt-dlp_yt-dlp__download.yml,12.9075,yt-dlp/yt-dlp,download.yml,48,2,2,"push, pull_request",4
n8n-io_n8n__docker-base-image.yml,13.503,n8n-io/n8n,docker-base-image.yml,55,1,1,workflow_dispatch,6
langgenius_dify__build-push.yml,12.1815,langgenius/dify,build-push.yml,149,2,1,push,9
electron_electron__issue-opened.yml,13.4624,electron/electron,issue-opened.yml,148,2,1,issues,5
alibaba_ice__release.yml,14.1516,alibaba/ice,release.yml,48,1,1,push,4
TheAlgorithms_Python__project_euler.yml,12.8153,TheAlgorithms/Python,project_euler.yml,35,2,2,"pull_request, schedule",6
facebook_folly__TagIt.yml,13.5952,facebook/folly,TagIt.yml,73,1,1,push,4
flutter_flutter__mirror.yml,13.0724,flutter/flutter,mirror.yml,28,1,1,push,1
sindresorhus_awesome__main.yml,12.8526,sindresorhus/awesome,main.yml,14,1,1,pull_request,1
alibaba_ice__website.yml,12.8114,alibaba/ice,website.yml,41,1,2,"push, workflow_dispatch",4
facebook_folly__getdeps_linux.yml,13.5997,facebook/folly,getdeps_linux.yml,464,1,2,"push, pull_request",46
facebook_rocksdb__pr-jobs.yml,12.7595,facebook/rocksdb,pr-jobs.yml,585,32,2,"push, pull_request",115
n8n-io_n8n__e2e-flaky.yml,13.121,n8n-io/n8n,e2e-flaky.yml,68,1,1,workflow_dispatch,4
Significant-Gravitas_AutoGPT__platform-backend-ci.yml,13.4476,Significant-Gravitas/AutoGPT,platform-backend-ci.yml,227,1,3,"push, pull_request, merge_group",5
facebook_fbthrift__getdeps_mac.yml,13.0325,facebook/fbthrift,getdeps_mac.yml,557,1,2,"push, pull_request",56
IBM_sarama__fuzz.yml,13.55,IBM/sarama,fuzz.yml,41,1,3,"merge_group, push, pull_request",2
facebook_watchman__getdeps_mac.yml,13.3934,facebook/watchman,getdeps_mac.yml,664,1,2,"push, pull_request",69
langgenius_dify__deploy-rag-dev.yml,13.4727,langgenius/dify,deploy-rag-dev.yml,28,1,1,workflow_run,1
nodejs_node__comment-labeled.yml,13.1332,nodejs/node,comment-labeled.yml,55,3,2,"issues, pull_request_target",0
mrdoob_three.js__report-size.yml,12.6727,mrdoob/three.js,report-size.yml,272,1,1,workflow_run,5
AUTOMATIC1111_stable-diffusion-webui__warns_merge_master.yml,13.2363,AUTOMATIC1111/stable-diffusion-webui,warns_merge_master.yml,19,1,1,pull_request,0
tensorflow_tensorflow__pylint-presubmit.yml,12.9917,tensorflow/tensorflow,pylint-presubmit.yml,50,1,1,pull_request,3
twbs_bootstrap__issue-close-require.yml,12.9274,twbs/bootstrap,issue-close-require.yml,26,1,1,schedule,1
axios_axios__notify.yml,13.4326,axios/axios,notify.yml,51,1,1,workflow_dispatch,2
facebook_react__shared_close_direct_sync_branch_prs.yml,12.8229,facebook/react,shared_close_direct_sync_branch_prs.yml,42,1,1,pull_request,1
facebook_react__devtools_regression_tests.yml,14.8106,facebook/react,devtools_regression_tests.yml,205,4,2,"schedule, workflow_dispatch",21
oracle_docker-images__build-and-push-nosql-sec-image.yml,15.6913,oracle/docker-images,build-and-push-nosql-sec-image.yml,74,1,2,"push, workflow_dispatch",6
tensorflow_tensorflow__issue-on-pr-rollback.yml,15.5732,tensorflow/tensorflow,issue-on-pr-rollback.yml,43,1,1,push,2
google_go-querystring__linter.yml,15.7478,google/go-querystring,linter.yml,17,1,2,"push, pull_request",2
public-apis_public-apis__validate_links.yml,16.6974,public-apis/public-apis,validate_links.yml,28,1,2,"workflow_dispatch, schedule",2
NVIDIA_k8s-device-plugin__deploy-to-pages.yml,14.3524,NVIDIA/k8s-device-plugin,deploy-to-pages.yml,79,2,3,"push, workflow_call, workflow_dispatch",5
vercel_next.js__issue_stale.yml,15.7778,vercel/next.js,issue_stale.yml,73,1,2,"workflow_dispatch, schedule",4
vercel_next.js__triage.yml,15.4722,vercel/next.js,triage.yml,47,1,2,"issues, issue_comment",1
facebook_react__runtime_commit_artifacts.yml,16.2219,facebook/react,runtime_commit_artifacts.yml,471,4,2,"workflow_run, workflow_dispatch",14
Snailclimb_JavaGuide__test.yml,16.8671,Snailclimb/JavaGuide,test.yml,30,1,2,"push, pull_request",3
oracle_graal__spring.yml,14.2108,oracle/graal,spring.yml,78,1,3,"pull_request, schedule, workflow_dispatch",3
electron_electron__issue-unlabeled.yml,17.2217,electron/electron,issue-unlabeled.yml,39,1,1,issues,2
microsoft_PowerToys__msstore-submissions.yml,15.7325,microsoft/PowerToys,msstore-submissions.yml,89,1,2,"workflow_dispatch, release",4
facebook_watchman__getdeps_windows.yml,15.5856,facebook/watchman,getdeps_windows.yml,634,1,2,"push, pull_request",65
Significant-Gravitas_AutoGPT__claude.yml,12.9546,Significant-Gravitas/AutoGPT,claude.yml,47,1,4,"issue_comment, pull_request_review_comment, issues, pull_request_review",2
google_dagger__ci.yml,12.7543,google/dagger,ci.yml,203,12,2,"push, pull_request",27
nodejs_node__daily-wpt-fyi.yml,12.4715,nodejs/node,daily-wpt-fyi.yml,162,2,2,"workflow_dispatch, schedule",6
excalidraw_excalidraw__sentry-production.yml,12.9675,excalidraw/excalidraw,sentry-production.yml,37,1,1,push,2
axios_axios__pr.yml,13.2537,axios/axios,pr.yml,84,1,1,workflow_dispatch,6
microsoft_vscode__no-yarn-lock-changes.yml,12.652,microsoft/vscode,no-yarn-lock-changes.yml,51,1,1,pull_request,2
twbs_bootstrap__release-notes.yml,14.6642,twbs/bootstrap,release-notes.yml,23,1,2,"push, workflow_dispatch",1
vuejs_vue__release-tag.yml,15.3285,vuejs/vue,release-tag.yml,23,1,1,push,2
huggingface_transformers__self-scheduled-amd-mi300-caller.yml,14.4566,huggingface/transformers,self-scheduled-amd-mi300-caller.yml,63,4,2,"workflow_run, push",4
freeCodeCamp_freeCodeCamp__docker-ghcr.yml,13.9078,freeCodeCamp/freeCodeCamp,docker-ghcr.yml,60,1,2,"workflow_dispatch, push",5
TheAlgorithms_Python__directory_writer.yml,15.544,TheAlgorithms/Python,directory_writer.yml,25,1,1,push,2
Significant-Gravitas_AutoGPT__classic-frontend-ci.yml,15.0292,Significant-Gravitas/AutoGPT,classic-frontend-ci.yml,60,1,2,"push, pull_request",3
alibaba_ice__version.yml,15.6388,alibaba/ice,version.yml,44,1,1,push,4
facebook_react__compiler_prereleases.yml,16.5052,facebook/react,compiler_prereleases.yml,61,1,1,workflow_call,3
freeCodeCamp_freeCodeCamp__deploy-api.yml,15.4611,freeCodeCamp/freeCodeCamp,deploy-api.yml,225,3,1,workflow_dispatch,2
awslabs_amazon-ecr-credential-helper__codeql.yml,14.3006,awslabs/amazon-ecr-credential-helper,codeql.yml,42,1,3,"push, pull_request, schedule",3
facebook_react__shared_stale.yml,15.8805,facebook/react,shared_stale.yml,55,1,2,"schedule, workflow_dispatch",1
excalidraw_excalidraw__test-coverage-pr.yml,16.3541,excalidraw/excalidraw,test-coverage-pr.yml,26,1,1,pull_request,3
IBM_sarama__codeql-analysis.yml,14.9553,IBM/sarama,codeql-analysis.yml,52,1,4,"merge_group, push, pull_request, schedule",5
airbnb_javascript__node-pretest.yml,16.2296,airbnb/javascript,node-pretest.yml,26,1,2,"pull_request, push",2
facebook_react__compiler_playground.yml,16.2124,facebook/react,compiler_playground.yml,71,1,2,"push, pull_request",5
langgenius_dify__vdb-tests.yml,15.5553,langgenius/dify,vdb-tests.yml,97,1,1,pull_request,5
electron_electron__branch-created.yml,14.2986,electron/electron,branch-created.yml,128,1,2,"workflow_dispatch, create",5
huggingface_transformers__build-past-ci-docker-images.yml,15.0558,huggingface/transformers,build-past-ci-docker-images.yml,101,2,1,push,8
mrdoob_three.js__codeql-code-scanning.yml,14.1285,mrdoob/three.js,codeql-code-scanning.yml,45,1,4,"push, pull_request, schedule, workflow_dispatch",4
huggingface_transformers__build-ci-docker-images.yml,15.008,huggingface/transformers,build-ci-docker-images.yml,77,2,4,"push, repository_dispatch, workflow_call, schedule",5
nodejs_node__test-linux.yml,15.2663,nodejs/node,test-linux.yml,70,1,2,"pull_request, push",3
vercel_next.js__triage_with_ai.yml,16.5196,vercel/next.js,triage_with_ai.yml,22,1,1,issues,2
facebook_react__runtime_eslint_plugin_e2e.yml,14.1416,facebook/react,runtime_eslint_plugin_e2e.yml,65,1,2,"push, pull_request",3
Significant-Gravitas_AutoGPT__repo-close-stale-issues.yml,15.7064,Significant-Gravitas/AutoGPT,repo-close-stale-issues.yml,34,1,2,"schedule, workflow_dispatch",1
huggingface_transformers__check_tiny_models.yml,16.1352,huggingface/transformers,check_tiny_models.yml,82,1,3,"push, repository_dispatch, schedule",6
open-webui_open-webui__deploy-to-hf-spaces.yml,17.1281,open-webui/open-webui,deploy-to-hf-spaces.yml,63,2,2,"push, workflow_dispatch",1
huggingface_transformers__self-push-amd.yml,15.3276,huggingface/transformers,self-push-amd.yml,334,5,1,workflow_call,5
huggingface_transformers__new_model_pr_merged_notification.yml,15.5513,huggingface/transformers,new_model_pr_merged_notification.yml,68,1,1,push,2
facebook_react-native__create-release.yml,15.8491,facebook/react-native,create-release.yml,56,1,1,workflow_dispatch,2
facebook_react__runtime_prereleases_manual.yml,15.0265,facebook/react,runtime_prereleases_manual.yml,102,3,1,workflow_dispatch,3
oracle_docker-images__super-linter.yml,14.215,oracle/docker-images,super-linter.yml,31,1,1,pull_request,3
microsoft_TypeScript__codeql.yml,15.738,microsoft/TypeScript,codeql.yml,73,1,3,"push, pull_request, schedule",4
langchain-ai_langchain__check-broken-links.yml,15.0042,langchain-ai/langchain,check-broken-links.yml,25,1,2,"workflow_dispatch, schedule",2
vercel_next.js__retry_deploy_test.yml,19.8287,vercel/next.js,retry_deploy_test.yml,58,2,1,workflow_run,1
google_blockly__conventional-label.yml,18.4973,google/blockly,conventional-label.yml,20,1,1,pull_request_target,1
vercel_next.js__setup-nextjs-build.yml,16.7522,vercel/next.js,setup-nextjs-build.yml,125,1,1,workflow_call,8
IBM_sarama__fvt-pr.yml,16.6733,IBM/sarama,fvt-pr.yml,39,1,1,pull_request,1
facebook_react-native__prebuild-ios-core.yml,17.7637,facebook/react-native,prebuild-ios-core.yml,212,2,1,workflow_call,21
vercel_next.js__cancel.yml,17.8512,vercel/next.js,cancel.yml,17,1,1,pull_request_target,1
huggingface_transformers__self-scheduled-intel-gaudi3-caller.yml,17.5309,huggingface/transformers,self-scheduled-intel-gaudi3-caller.yml,67,5,3,"repository_dispatch, workflow_dispatch, schedule",5
IBM_sarama__dependency-review.yml,20.783,IBM/sarama,dependency-review.yml,33,1,1,pull_request,2
microsoft_TypeScript__scorecard.yml,17.6205,microsoft/TypeScript,scorecard.yml,60,1,3,"branch_protection_rule, schedule, push",4
langchain-ai_langchain__check_diffs.yml,13.452,langchain-ai/langchain,check_diffs.yml,172,8,3,"push, pull_request, merge_group",10
